IPN,Datasheets,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Foorprint Ref 2,Footprint Path 2,Foorprint Ref 3,Footprint Path 3,Series,Part Status,Value,Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height - Seated (Max)
RES-YAG-060300381,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-2.37KHRCT-ND,RC0603FR-072K37L,Yageo,RES SMD 2.37K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,2.37k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300382,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-28.0HRCT-ND,RC0603FR-0728RL,Yageo,RES SMD 28 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,28R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300383,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-3.74KHRCT-ND,RC0603FR-073K74L,Yageo,RES SMD 3.74K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,3.74k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300384,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-54.9KHRCT-ND,RC0603FR-0754K9L,Yageo,RES SMD 54.9K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,54.9k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300385,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-390KHRCT-ND,RC0603FR-07390KL,Yageo,RES SMD 390K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,390k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300386,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-4.53KHRCT-ND,RC0603FR-074K53L,Yageo,RES SMD 4.53K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,4.53k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300387,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-10.5KHRCT-ND,RC0603FR-0710K5L,Yageo,RES SMD 10.5K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,10.5k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300388,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-10.7KHRCT-ND,RC0603FR-0710K7L,Yageo,RES SMD 10.7K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,10.7k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300389,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-1.33KHRCT-ND,RC0603FR-071K33L,Yageo,RES SMD 1.33K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,1.33k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300390,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-1.78KHRCT-ND,RC0603FR-071K78L,Yageo,RES SMD 1.78K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,1.78k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300391,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-27.4HRCT-ND,RC0603FR-0727R4L,Yageo,RES SMD 27.4 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,27.4R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300392,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-39.0HRCT-ND,RC0603FR-0739RL,Yageo,RES SMD 39 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,39R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300393,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-5.90KHRCT-ND,RC0603FR-075K9L,Yageo,RES SMD 5.9K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,5.9k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300394,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-1.87KHRCT-ND,RC0603FR-071K87L,Yageo,RES SMD 1.87K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,1.87k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300395,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-182KHRCT-ND,RC0603FR-07182KL,Yageo,RES SMD 182K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,182k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300396,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-2.94KHRCT-ND,RC0603FR-072K94L,Yageo,RES SMD 2.94K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,2.94k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300397,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-34.8KHRCT-ND,RC0603FR-0734K8L,Yageo,RES SMD 34.8K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,34.8k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300398,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-750KHRCT-ND,RC0603FR-07750KL,Yageo,RES SMD 750K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,750k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300399,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-20.5KHRCT-ND,RC0603FR-0720K5L,Yageo,RES SMD 20.5K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,20.5k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300400,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-1.10KHRCT-ND,RC0603FR-071K1L,Yageo,RES SMD 1.1K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,1.1k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300401,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-2.26KHRCT-ND,RC0603FR-072K26L,Yageo,RES SMD 2.26K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,2.26k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300402,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-61.9HRCT-ND,RC0603FR-0761R9L,Yageo,RES SMD 61.9 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,61.9R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300403,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-2.87KHRCT-ND,RC0603FR-072K87L,Yageo,RES SMD 2.87K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,2.87k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300404,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-274KHRCT-ND,RC0603FR-07274KL,Yageo,RES SMD 274K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,274k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300405,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-124KHRCT-ND,RC0603FR-07124KL,Yageo,RES SMD 124K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,124k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300406,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-15.4KHRCT-ND,RC0603FR-0715K4L,Yageo,RES SMD 15.4K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,15.4k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300407,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-9.53KHRCT-ND,RC0603FR-079K53L,Yageo,RES SMD 9.53K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,9.53k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300408,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-487HRCT-ND,RC0603FR-07487RL,Yageo,RES SMD 487 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,487R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300409,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-71.5KHRCT-ND,RC0603FR-0771K5L,Yageo,RES SMD 71.5K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,71.5k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300410,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-80.6KHRCT-ND,RC0603FR-0780K6L,Yageo,RES SMD 80.6K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,80.6k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300411,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-118KHRCT-ND,RC0603FR-07118KL,Yageo,RES SMD 118K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,118k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300412,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-90.9HRCT-ND,RC0603FR-0790R9L,Yageo,RES SMD 90.9 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,90.9R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300413,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-1.40KHRCT-ND,RC0603FR-071K4L,Yageo,RES SMD 1.4K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,1.4k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300414,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-1.62KHRCT-ND,RC0603FR-071K62L,Yageo,RES SMD 1.62K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,1.62k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300415,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-105KHRCT-ND,RC0603FR-07105KL,Yageo,RES SMD 105K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,105k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300416,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-620HRCT-ND,RC0603FR-07620RL,Yageo,RES SMD 620 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,620R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300417,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-30.0HRCT-ND,RC0603FR-0730RL,Yageo,RES SMD 30 OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,30R,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300418,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-4.22KHRCT-ND,RC0603FR-074K22L,Yageo,RES SMD 4.22K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,4.22k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
RES-YAG-060300419,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,311-97.6KHRCT-ND,RC0603FR-0797K6L,Yageo,RES SMD 97.6K OHM 1% 1/10W 0603,Resistor,SchLib\Resistor.SchLib,0603_RESC1608X06N,PcbLib\Resistor.PcbLib,0603_RESC1608X06M,PcbLib\Resistor.PcbLib,0603_RESC1608X06L,PcbLib\Resistor.PcbLib,RC,Active,97.6k,1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,100ppm/°C,-55°C ~ 155°C,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)"
